month,mean_sentiment,sentiment_std,sentiment_volatility,n_headlines,corpus
2016-01,-0.05816597624423284,0.3705686737834575,0.37056867378345687,20374,comparison
2016-02,-0.050787786221126265,0.37454483590211457,0.37454483590211457,19871,comparison
2016-03,-0.05788647429311654,0.37749820297525966,0.3774982029752586,22387,comparison
2016-04,-0.044021162737815506,0.384473407626215,0.3844734076262152,39579,comparison
2016-05,-0.09096406121139924,0.4056099075642592,0.40560990756426113,54565,comparison
2016-06,-0.06609923994109543,0.3745268509950742,0.3745268509950747,21051,comparison
2016-07,-0.07521100250888563,0.3776298106081042,0.377629810608103,19132,comparison
2016-08,-0.07235339050341433,0.3795922619641455,0.37959226196414564,18891,comparison
2016-09,-0.05950348607647548,0.37145948477768526,0.3714594847776844,19248,comparison
2016-10,-0.05299708831956851,0.36206271486925495,0.36206271486925545,23732,comparison
2016-11,-0.030076443862306085,0.37880786225321184,0.3788078622532117,24431,comparison
2016-12,-0.06211497457949786,0.3974322417259379,0.39743224172593744,44649,comparison
2017-01,-0.05269300818319351,0.374756588366069,0.3747565883660688,58168,comparison
2017-02,-0.007534003943005646,0.37608849324260346,0.37608849324260346,22318,comparison
2017-03,-0.06772252453557659,0.38280879711688265,0.3828087971168817,22824,comparison
2017-04,-0.06938925863735816,0.38131719957345256,0.3813171995734526,19653,comparison
2017-05,-0.06107358686706804,0.37167278463799974,0.37167278463799913,23087,comparison
2017-06,-0.07942074371859296,0.3880983877726604,0.3880983877726599,19900,comparison
2017-07,-0.06380410185822435,0.3737799848611049,0.37377998486110453,14530,comparison
2017-08,-0.03703959767477436,0.3582522863783952,0.35825228637839557,13074,comparison
2017-09,-0.11680566227113834,0.3902386219338,0.3902386219337988,28893,comparison
2017-10,-0.08697143303641194,0.38268544684508166,0.382685446845082,19197,comparison
2017-11,-0.08119731351500138,0.38879314240534,0.3887931424053403,18165,comparison
2017-12,-0.06382532370666508,0.38956065061550244,0.3895606506155022,16759,comparison
2018-01,-0.07725514064544266,0.3833457901348482,0.38334579013484804,18344,comparison
2018-02,-0.07265151185292694,0.3872974154489521,0.3872974154489523,16536,comparison
2018-03,-0.04110718061674009,0.3902905095113109,0.39029050951131,22700,comparison
2018-04,-0.06998555976500302,0.3919326712080532,0.39193267120805325,18213,comparison
2018-05,-0.07316498833487059,0.3834969799685247,0.38349697996852533,18431,comparison
2018-06,-0.05878038025889968,0.3866930309935577,0.38669303099355823,17304,comparison
2018-07,-0.05973954134815845,0.3887125110017898,0.38871251100179044,15829,comparison
2018-08,-0.07016169699627274,0.37406005776096973,0.37406005776096907,18244,comparison
2018-09,-0.07170713520327766,0.38061746978609984,0.38061746978609984,15865,comparison
2018-10,-0.06914174883826363,0.3795570258403291,0.3795570258403296,17646,comparison
2018-11,-0.055565973649220356,0.38486411750836375,0.38486411750836413,16546,comparison
2018-12,-0.05727034857105487,0.38873193819578306,0.3887319381957822,15291,comparison
2019-01,-0.05590571168988492,0.3818603038544133,0.3818603038544132,16510,comparison
2019-02,-0.059853856708226454,0.3925915030960253,0.39259150309602414,16763,comparison
2019-03,-0.0875351096366181,0.38841477447183415,0.388414774471835,19291,comparison
2019-04,-0.0738454789707554,0.3778251732102616,0.37782517321026016,19354,comparison
2019-05,-0.07209477622962926,0.3735753746835491,0.37357537468354846,20311,comparison
2019-06,-0.0619896690294134,0.37441095009062414,0.37441095009062414,17917,comparison
2019-07,-0.05826768220942473,0.36679124372601063,0.36679124372601085,16149,comparison
2019-08,-0.08301729337906931,0.37311428135719965,0.37311428135719976,15451,comparison
2019-09,-0.05838692541471445,0.3626272420843611,0.3626272420843606,15794,comparison
2019-10,-0.06540307468694097,0.3602429044147664,0.36024290441476714,17888,comparison
2019-11,-0.04572314484313358,0.36329503073992736,0.36329503073992736,15969,comparison
2019-12,-0.045077035916326794,0.37055509415422616,0.3705550941542256,15202,comparison
2020-01,-0.0619574479227278,0.3750946108742125,0.37509461087421153,17186,comparison
2020-02,-0.032903545831761596,0.3675911751905411,0.36759117519054213,15906,comparison
2020-03,-0.03791204475765237,0.3489335227636051,0.34893352276360495,18589,comparison
2020-04,-0.03448372777838369,0.34431117637512343,0.3443111763751231,18338,comparison
2020-05,-0.055760223698007684,0.35489407329699135,0.3548940732969919,17166,comparison
2020-06,-0.08124050611021444,0.364294349195284,0.36429434919528353,17348,comparison
2020-07,-0.05857755222124154,0.35674669445108453,0.3567466944510846,16995,comparison
2020-08,-0.051278041958041955,0.35228987954512786,0.3522898795451279,17160,comparison
2020-09,-0.03841662909349786,0.37008037952415546,0.3700803795241557,16856,comparison
2020-10,-0.02119884993610756,0.35336387106847367,0.3533638710684739,17999,comparison
2020-11,-0.012508520151904937,0.35219300689053207,0.35219300689053157,16326,comparison
2020-12,-0.014917499517653868,0.3575480395460869,0.35754803954608766,15549,comparison
2021-01,-0.06743509940891994,0.34413194458779806,0.34413194458779794,18610,comparison
2021-02,-0.031508557035858684,0.3674009700102914,0.3674009700102909,15087,comparison
2021-03,-0.0512423096781596,0.366419326452434,0.3664193264524334,17431,comparison
2021-04,-0.043947670835599056,0.36713400467373847,0.3671340046737391,16551,comparison
2021-05,-0.050335879570442346,0.36663532017147243,0.36663532017147255,15644,comparison
2021-06,-0.0475001076630779,0.3730704472207798,0.37307044722078,15790,comparison
2021-07,-0.051978568670356544,0.3630919400033138,0.36309194000331413,15538,comparison
2021-08,-0.0609536312483643,0.3688699386978601,0.36886993869786056,15284,comparison
2021-09,-0.04880193348801237,0.35815056088260067,0.3581505608826011,15516,comparison
2021-10,-0.05095491701919948,0.36217165592210504,0.3621716559221052,15365,comparison
2021-11,-0.039492772068331856,0.36574489451291675,0.365744894512917,14693,comparison
2021-12,-0.03815955974842768,0.36996801307311683,0.36996801307311594,14310,comparison
2022-01,-0.059011371889710826,0.37457261816184084,0.37457261816184145,14870,comparison
2022-02,-0.03739914650490231,0.38688260020173976,0.3868826002017402,14177,comparison
2022-03,-0.06728229957534422,0.37857146461435404,0.3785714646143538,15542,comparison
2022-04,-0.06859070851893095,0.3777797604640464,0.3777797604640467,14368,comparison
2022-05,-0.06629717581543357,0.37412737435651766,0.37412737435651766,15084,comparison
2022-06,-0.06922350636630753,0.3833467594823219,0.38334675948232133,15315,comparison
2022-07,-0.08047042419209742,0.3956263311128929,0.395626331112892,14451,comparison
2022-08,-0.08643271150971599,0.3947674106311016,0.39476741063110116,16725,comparison
2022-09,-0.08860143334345581,0.4000846663998448,0.4000846663998457,16465,comparison
2022-10,-0.09864149689713533,0.4031274476999595,0.40312744769995895,15953,comparison
2022-11,-0.06438007559395248,0.39442509716299906,0.39442509716299856,16668,comparison
2022-12,-0.06692728035814215,0.4112833766352746,0.41128337663527503,14296,comparison
2023-01,-0.11385677083333333,0.41092411461456424,0.4109241146145638,16128,comparison
2023-02,-0.09014709207875755,0.42074474199995726,0.4207447419999584,15389,comparison
2023-03,-0.09741210616172591,0.3920019238621516,0.39200192386215227,19329,comparison
2023-04,-0.09407880507555952,0.4095816163413162,0.40958161634131623,15683,comparison
2023-05,-0.10025580865603644,0.40915608923902674,0.40915608923902747,16243,comparison
2023-06,-0.0734781550765894,0.408246432312218,0.4082464323122173,14754,comparison
2023-07,-0.09478744094210563,0.41054943466208166,0.4105494346620834,14181,comparison
2023-08,-0.09893522485364555,0.4059101981965499,0.4059101981965503,15032,comparison
2023-09,-0.09057272205481418,0.40389527087641136,0.40389527087641125,13938,comparison
2023-10,-0.11518373236425823,0.41379455176372676,0.4137945517637268,14034,comparison
2023-11,-0.0769127100073046,0.4146978765093819,0.41469787650938217,13690,comparison
2023-12,-0.0671933173671199,0.41769917098924414,0.41769917098924403,12944,comparison
2024-01,-0.08484371106600407,0.41145372826195364,0.4114537282619526,14287,comparison
2024-02,-0.07261928484761973,0.4220170958890689,0.4220170958890687,14011,comparison
2024-03,-0.08241336364870368,0.4030220615986841,0.4030220615986847,14734,comparison
2024-04,-0.09893090280228702,0.40830582684720673,0.40830582684720773,14167,comparison
2024-05,-0.08303127668365239,0.40842883638038485,0.40842883638038424,14522,comparison
2024-06,-0.0650232458531267,0.4065234513234675,0.4065234513234672,12841,comparison
2024-07,-0.055704172943657725,0.3962513261081566,0.39625132610815605,13276,comparison
2024-08,-0.06171020657062276,0.4005045649971737,0.4005045649971736,13119,comparison
2024-09,-0.08318247269890795,0.4036988816727887,0.40369888167278783,12820,comparison
2024-10,-0.06580012741558718,0.39996289991651146,0.3999628999165116,14127,comparison
2024-11,-0.025589086408640865,0.38616825026692825,0.38616825026692764,13332,comparison
2024-12,-0.051594483627204035,0.40559640158212484,0.4055964015821253,11910,comparison
